#-----------------------------------------------------------------------------
# TRANSLATION TABLE
#-----------------------------------------------------------------------------
# Detector - CRATE - SLOT - CHANNEL - SECTOR - LAYER - COMPONENT - ORDER
# ORDER 0=ADCL, 1=ADCR, 2=TDCL, 3=TDCR
#-----------------------------------------------------------------------------
FTCAL	71	5	15     1       0       423	 0
FTCAL	70	15	7      1       0       445	 0
FTCAL	71	10	10     1       0       28 	 0
FTCAL	71	10	11     1       0       50 	 0
FTCAL	71	10	12     1       0       72 	 0
FTCAL	71	10	13     1       0       94 	 0
FTCAL	71	10	14     1       0       116	 0
FTCAL	71	10	15     1       0       138	 0
FTCAL	71	13	0      1       0       160	 0
FTCAL	71	13	1      1       0       182	 0
FTCAL	71	13	2      1       0       204	 0
FTCAL	71	13	3      1       0       226	 0
FTCAL	71	4	13     1       0       248	 0
FTCAL	71	4	14     1       0       270	 0
FTCAL	71	4	15     1       0       292	 0
FTCAL	71	5	0      1       0       314	 0
FTCAL	71	5	1      1       0       336	 0
FTCAL	71	5	2      1       0       358	 0
FTCAL	71	5	3      1       0       380	 0
FTCAL	71	5	4      1       0       402	 0
FTCAL	71	5	5      1       0       424	 0
FTCAL	71	5	6      1       0       446	 0
FTCAL	71	13	6      1       0       29 	 0
FTCAL	71	13	5      1       0       51 	 0
FTCAL	71	13	4      1       0       73 	 0
FTCAL	71	13	7      1       0       95 	 0
FTCAL	71	13	8      1       0       117	 0
FTCAL	71	13	9      1       0       139	 0
FTCAL	71	13	10     1       0       161	 0
FTCAL	71	13	11     1       0       183	 0
FTCAL	71	4	5      1       0       293	 0
FTCAL	71	4	6      1       0       315	 0
FTCAL	71	4	7      1       0       337	 0
FTCAL	71	4	8      1       0       359	 0
FTCAL	71	4	9      1       0       381	 0
FTCAL	71	4	12     1       0       403	 0
FTCAL	71	4	11     1       0       425	 0
FTCAL	71	4	10     1       0       447	 0
FTCAL	71	13	14     1       0       8  	 0
FTCAL	71	13	13     1       0       30 	 0
FTCAL	71	13	12     1       0       52 	 0
FTCAL	71	13	15     1       0       74 	 0
FTCAL	70	15	10     1       0       96 	 0
FTCAL	71	14	0      1       0       118	 0
FTCAL	71	14	1      1       0       140	 0
FTCAL	71	14	2      1       0       162	 0
FTCAL	71	3	14     1       0       316	 0
FTCAL	71	3	15     1       0       338	 0
FTCAL	70	15	6      1       0       360	 0
FTCAL	71	4	0      1       0       382	 0
FTCAL	71	4	1      1       0       404	 0
FTCAL	71	4	4      1       0       426	 0
FTCAL	71	4	3      1       0       448	 0
FTCAL	71	4	2      1       0       470	 0
FTCAL	71	14	4      1       0       9  	 0
FTCAL	71	14	3      1       0       31 	 0
FTCAL	71	14	5      1       0       53 	 0
FTCAL	71	14	6      1       0       75 	 0
FTCAL	71	14	7      1       0       97 	 0
FTCAL	71	14	8      1       0       119	 0
FTCAL	71	14	9      1       0       141	 0
FTCAL	71	3	7      1       0       339	 0
FTCAL	71	3	8      1       0       361	 0
FTCAL	71	3	9      1       0       383	 0
FTCAL	71	3	10     1       0       405	 0
FTCAL	71	3	11     1       0       427	 0
FTCAL	71	3	12     1       0       449	 0
FTCAL	71	3	13     1       0       471	 0
FTCAL	71	14	11     1       0       10 	 0
FTCAL	71	14	10     1       0       32 	 0
FTCAL	71	14	12     1       0       54 	 0
FTCAL	71	14	13     1       0       76 	 0
FTCAL	71	14	14     1       0       98 	 0
FTCAL	71	14	15     1       0       120	 0
FTCAL	70	15	11     1       0       142	 0
FTCAL	71	3	0      1       0       340	 0
FTCAL	71	3	1      1       0       362	 0
FTCAL	71	3	2      1       0       384	 0
FTCAL	71	3	3      1       0       406	 0
FTCAL	71	3	4      1       0       428	 0
FTCAL	71	3	6      1       0       450	 0
FTCAL	71	3	5      1       0       472	 0
FTCAL	70	3	5      1       0       11 	 0
FTCAL	70	3	6      1       0       33 	 0
FTCAL	70	3	4      1       0       55 	 0
FTCAL	70	3	3      1       0       77 	 0
FTCAL	70	3	2      1       0       99 	 0
FTCAL	70	3	1      1       0       121	 0
FTCAL	70	3	0      1       0       143	 0
FTCAL	70	15	5      1       0       341	 0
FTCAL	70	14	15     1       0       363	 0
FTCAL	70	14	14     1       0       385	 0
FTCAL	70	14	13     1       0       407	 0
FTCAL	70	14	12     1       0       429	 0
FTCAL	70	14	10     1       0       451	 0
FTCAL	70	14	11     1       0       473	 0
FTCAL	70	3	13     1       0       12 	 0
FTCAL	70	3	12     1       0       34 	 0
FTCAL	70	3	11     1       0       56 	 0
FTCAL	70	3	10     1       0       78 	 0
FTCAL	70	3	9      1       0       100	 0
FTCAL	70	3	8      1       0       122	 0
FTCAL	70	3	7      1       0       144	 0
FTCAL	70	14	9      1       0       342	 0
FTCAL	70	14	8      1       0       364	 0
FTCAL	70	14	7      1       0       386	 0
FTCAL	70	14	6      1       0       408	 0
FTCAL	70	14	5      1       0       430	 0
FTCAL	70	14	3      1       0       452	 0
FTCAL	70	14	4      1       0       474	 0
FTCAL	70	4	2      1       0       13 	 0
FTCAL	70	4	3      1       0       35 	 0
FTCAL	70	4	4      1       0       57 	 0
FTCAL	70	4	1      1       0       79 	 0
FTCAL	70	4	0      1       0       101	 0
FTCAL	70	15	0      1       0       123	 0
FTCAL	70	3	15     1       0       145	 0
FTCAL	70	3	14     1       0       167	 0
FTCAL	70	14	2      1       0       321	 0
FTCAL	70	14	1      1       0       343	 0
FTCAL	70	14	0      1       0       365	 0
FTCAL	70	15	4      1       0       387	 0
FTCAL	70	13	15     1       0       409	 0
FTCAL	70	13	12     1       0       431	 0
FTCAL	70	13	13     1       0       453	 0
FTCAL	70	13	14     1       0       475	 0
FTCAL	70	4	10     1       0       36 	 0
FTCAL	70	4	11     1       0       58 	 0
FTCAL	70	4	12     1       0       80 	 0
FTCAL	70	4	9      1       0       102	 0
FTCAL	70	4	8      1       0       124	 0
FTCAL	70	4	7      1       0       146	 0
FTCAL	70	4	6      1       0       168	 0
FTCAL	70	4	5      1       0       190	 0
FTCAL	70	13	11     1       0       300	 0
FTCAL	70	13	10     1       0       322	 0
FTCAL	70	13	9      1       0       344	 0
FTCAL	70	13	8      1       0       366	 0
FTCAL	70	13	7      1       0       388	 0
FTCAL	70	13	4      1       0       410	 0
FTCAL	70	13	5      1       0       432	 0
FTCAL	70	13	6      1       0       454	 0
FTCAL	70	5	6      1       0       37 	 0
FTCAL	70	5	5      1       0       59 	 0
FTCAL	70	5	4      1       0       81 	 0
FTCAL	70	5	3      1       0       103	 0
FTCAL	70	5	2      1       0       125	 0
FTCAL	70	5	1      1       0       147	 0
FTCAL	70	5	0      1       0       169	 0
FTCAL	70	4	15     1       0       191	 0
FTCAL	70	4	14     1       0       213	 0
FTCAL	70	4	13     1       0       235	 0
FTCAL	70	13	3      1       0       257	 0
FTCAL	70	13	2      1       0       279	 0
FTCAL	70	13	1      1       0       301	 0
FTCAL	70	13	0      1       0       323	 0
FTCAL	70	10	15     1       0       345	 0
FTCAL	70	10	14     1       0       367	 0
FTCAL	70	10	13     1       0       389	 0
FTCAL	70	10	12     1       0       411	 0
FTCAL	70	10	11     1       0       433	 0
FTCAL	70	10	10     1       0       455	 0
FTCAL	70	15	1      1       0       38 	 0
FTCAL	70	5	15     1       0       60 	 0
FTCAL	70	5	14     1       0       82 	 0
FTCAL	70	5	13     1       0       104	 0
FTCAL	70	5	12     1       0       126	 0
FTCAL	70	5	11     1       0       148	 0
FTCAL	70	5	10     1       0       170	 0
FTCAL	70	5	9      1       0       192	 0
FTCAL	70	5	8      1       0       214	 0
FTCAL	70	5	7      1       0       236	 0
FTCAL	70	10	9      1       0       258	 0
FTCAL	70	10	8      1       0       280	 0
FTCAL	70	10	7      1       0       302	 0
FTCAL	70	10	6      1       0       324	 0
FTCAL	70	10	5      1       0       346	 0
FTCAL	70	10	4      1       0       368	 0
FTCAL	70	10	3      1       0       390	 0
FTCAL	70	10	2      1       0       412	 0
FTCAL	70	10	1      1       0       434	 0
FTCAL	70	10	0      1       0       456	 0
FTCAL	70	6	5      1       0       61 	 0
FTCAL	70	6	6      1       0       83 	 0
FTCAL	70	6	7      1       0       105	 0
FTCAL	70	6	8      1       0       127	 0
FTCAL	70	6	4      1       0       149	 0
FTCAL	70	6	3      1       0       171	 0
FTCAL	70	6	2      1       0       193	 0
FTCAL	70	6	1      1       0       215	 0
FTCAL	70	6	0      1       0       237	 0
FTCAL	70	15	3      1       0       259	 0
FTCAL	70	9	15     1       0       281	 0
FTCAL	70	9	14     1       0       303	 0
FTCAL	70	9	13     1       0       325	 0
FTCAL	70	9	12     1       0       347	 0
FTCAL	70	9	8      1       0       369	 0
FTCAL	70	9	9      1       0       391	 0
FTCAL	70	9	10     1       0       413	 0
FTCAL	70	9	11     1       0       435	 0
FTCAL	70	6	14     1       0       84 	 0
FTCAL	70	6	15     1       0       106	 0
FTCAL	70	7	0      1       0       128	 0
FTCAL	70	6	13     1       0       150	 0
FTCAL	70	6	12     1       0       172	 0
FTCAL	70	6	11     1       0       194	 0
FTCAL	70	6	10     1       0       216	 0
FTCAL	70	6	9      1       0       238	 0
FTCAL	70	9	7      1       0       260	 0
FTCAL	70	9	6      1       0       282	 0
FTCAL	70	9	5      1       0       304	 0
FTCAL	70	9	4      1       0       326	 0
FTCAL	70	9	3      1       0       348	 0
FTCAL	70	9	0      1       0       370	 0
FTCAL	70	9	1      1       0       392	 0
FTCAL	70	9	2      1       0       414	 0
FTCAL	70	7	6      1       0       107	 0
FTCAL	70	7	7      1       0       129	 0
FTCAL	70	7	5      1       0       151	 0
FTCAL	70	7	4      1       0       173	 0
FTCAL	70	7	3      1       0       195	 0
FTCAL	70	7	2      1       0       217	 0
FTCAL	70	7	1      1       0       239	 0
FTCAL	70	8	15     1       0       261	 0
FTCAL	70	8	14     1       0       283	 0
FTCAL	70	8	13     1       0       305	 0
FTCAL	70	8	12     1       0       327	 0
FTCAL	70	8	11     1       0       349	 0
FTCAL	70	8	9      1       0       371	 0
FTCAL	70	8	10     1       0       393	 0
FTCAL	70	7	13     1       0       130	 0
FTCAL	70	7	12     1       0       152	 0
FTCAL	70	7	11     1       0       174	 0
FTCAL	70	7	10     1       0       196	 0
FTCAL	70	7	9      1       0       218	 0
FTCAL	70	7	8      1       0       240	 0
FTCAL	70	8	8      1       0       262	 0
FTCAL	70	8	7      1       0       284	 0
FTCAL	70	8	6      1       0       306	 0
FTCAL	70	8	5      1       0       328	 0
FTCAL	70	8	4      1       0       350	 0
FTCAL	70	8	3      1       0       372	 0
FTCAL	70	7	14     1       0       197	 0
FTCAL	70	7	15     1       0       219	 0
FTCAL	70	15	2      1       0       241	 0
FTCAL	70	8	0      1       0       263	 0
FTCAL	70	8	1      1       0       285	 0
FTCAL	70	8	2      1       0       307	 0
